,pdb_name,has_sugar_names,has_L,has_D,type
2868,1T0O,True,False,True,N-ACETYL-D-GLUCOSAMINE
2869,1T0O,True,False,True,BETA-D-MANNOSE
2870,1T0O,True,False,True,ALPHA-D-MANNOSE
2871,1T0O,True,False,True,BETA-D-GALACTOSE
2872,1T0P,True,False,True,N-ACETYL-D-GLUCOSAMINE
2873,1T0W,True,False,True,N-ACETYL-D-GLUCOSAMINE
2874,1T1F,True,False,True,N-ACETYL-D-GLUCOSAMINE
2875,1T1F,True,False,True,BETA-D-MANNOSE
2876,1T31,True,False,True,N-ACETYL-D-GLUCOSAMINE
2877,1T34,True,False,True,N-ACETYL-D-GLUCOSAMINE
2878,1T7V,True,False,True,N-ACETYL-D-GLUCOSAMINE
2879,1T7W,True,False,True,N-ACETYL-D-GLUCOSAMINE
2880,1T7X,True,False,True,N-ACETYL-D-GLUCOSAMINE
2881,1T7Y,True,False,True,N-ACETYL-D-GLUCOSAMINE
2882,1T7Z,True,False,True,N-ACETYL-D-GLUCOSAMINE
2883,1T80,True,False,True,N-ACETYL-D-GLUCOSAMINE
2884,1T83,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
2885,1T83,True,False,True,N-ACETYL-D-GLUCOSAMINE
2886,1T83,True,False,True,BETA-D-MANNOSE
2887,1T83,True,False,True,ALPHA-D-MANNOSE
2888,1T83,True,False,True,BETA-D-GALACTOSE
2889,1T83,True,True,False,BETA-L-FUCOSE
2890,1T89,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
2891,1T89,True,False,True,N-ACETYL-D-GLUCOSAMINE
2892,1T89,True,False,True,BETA-D-MANNOSE
2893,1T89,True,False,True,ALPHA-D-MANNOSE
2894,1T89,True,False,True,BETA-D-GALACTOSE
2895,1T89,True,True,False,BETA-L-FUCOSE
2896,1T89,True,True,False,ALPHA-L-FUCOSE
2897,1T8U,True,False,False,"N,O6-DISULFO-GLUCOSAMINE"
2898,1TA3,True,False,True,N-ACETYL-D-GLUCOSAMINE
2899,1TAQ,True,False,False,B-2-OCTYLGLUCOSIDE
2900,1TB6,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
2901,1TB6,True,False,True,N-ACETYL-D-GLUCOSAMINE
2902,1TB6,True,True,False,ALPHA-L-FUCOSE
2903,1TB6,True,False,True,"2,3,4,6-TETRA-O-SULFONATO-ALPHA-D-GLUCOPYRANOSE"
2904,1TB6,True,False,True,"2,3,6-TRI-O-SULFONATO-ALPHA-D-GLUCOPYRANOSE"
2905,1TB6,True,True,False,"2,3,6-TRI-O-SULFONATO-ALPHA-L-GALACTOPYRANOSE"
2906,1TB6,True,False,True,"2,3-DI-O-METHYL-6-O-SULFONATO-ALPHA-D-GLUCOPYRANOSE"
2907,1TB6,True,False,True,"2,3,6-TRI-O-METHYL-BETA-D-GLUCOPYRANOSE"
2908,1TB6,True,False,True,"2,3,6-TRI-O-METHYL-ALPHA-D-GLUCOPYRANOSE"
2909,1TB6,True,False,True,"2,3-DI-O-METHYL-BETA-D-GLUCOPYRANURONIC ACID"
2910,1TB6,True,False,True,"methyl 3-O-methyl-2,6-di-O-sulfo-alpha-D-glucopyranoside"
2911,1TB6,True,False,True,BETA-D-MANNOSE
2912,1TB6,True,False,True,ALPHA-D-MANNOSE
2913,1TCA,True,False,True,N-ACETYL-D-GLUCOSAMINE
2914,1TCB,True,False,True,N-ACETYL-D-GLUCOSAMINE
2915,1TCB,True,False,False,B-OCTYLGLUCOSIDE
2916,1TCC,True,False,True,N-ACETYL-D-GLUCOSAMINE
2917,1TCC,True,False,False,B-OCTYLGLUCOSIDE
2918,1TCR,True,False,True,N-ACETYL-D-GLUCOSAMINE
2919,1TCR,True,False,True,BETA-D-MANNOSE
2920,1TCR,True,True,False,ALPHA-L-FUCOSE
2921,1TDK,True,False,True,N-ACETYL-D-GLUCOSAMINE
2922,1TDK,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
2923,1TDN,True,False,True,N-ACETYL-D-GLUCOSAMINE
2924,1TDN,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
2925,1TDO,True,False,True,N-ACETYL-D-GLUCOSAMINE
2926,1TDO,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
2927,1TE1,True,False,True,N-ACETYL-D-GLUCOSAMINE
2928,1TEI,True,False,True,N-ACETYL-D-GLUCOSAMINE
2929,1TEI,True,False,True,ALPHA-D-MANNOSE
2930,1TFM,True,False,True,N-ACETYL-D-GLUCOSAMINE
2931,1TFM,True,False,True,BETA-D-MANNOSE
2932,1TFM,True,False,True,BETA-D-GLUCOSE
2933,1TFM,True,False,True,BETA-D-GALACTOSE
2934,1TFV,True,False,True,N-ACETYL-D-GLUCOSAMINE
2935,1TG7,True,False,True,N-ACETYL-D-GLUCOSAMINE
2936,1TG7,True,False,True,BETA-D-MANNOSE
2937,1TG7,True,False,True,ALPHA-D-MANNOSE
2938,1TG8,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
2939,1THG,True,False,True,N-ACETYL-D-GLUCOSAMINE
2940,1THG,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
2941,1TI8,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
2942,1TI8,True,False,True,ALPHA-D-MANNOSE
2943,1TI8,True,False,True,N-ACETYL-D-GLUCOSAMINE
2944,1TK3,True,False,True,N-ACETYL-D-GLUCOSAMINE
2945,1TK3,True,True,False,ALPHA-L-FUCOSE
2946,1TK3,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
2947,1TK3,True,False,True,ALPHA-D-MANNOSE
2948,1TK3,True,False,True,BETA-D-MANNOSE
2949,1TKR,True,False,True,N-ACETYL-D-GLUCOSAMINE
2950,1TKR,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
2951,1TKR,True,True,False,ALPHA-L-FUCOSE
2952,1TKR,True,False,True,ALPHA-D-MANNOSE
2953,1TKR,True,False,True,BETA-D-MANNOSE
2954,1TLG,True,False,True,BETA-D-GALACTOSE
2955,1TMT,True,False,True,N-ACETYL-D-GLUCOSAMINE
2956,1TMU,True,False,True,N-ACETYL-D-GLUCOSAMINE
2957,1TQ7,True,False,True,N-ACETYL-D-GLUCOSAMINE
2958,1TQS,True,False,True,N-ACETYL-D-GLUCOSAMINE
2959,1TQT,True,False,True,N-ACETYL-D-GLUCOSAMINE
2960,1TQU,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
2961,1TQV,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
2962,1TQW,True,False,True,N-ACETYL-D-GLUCOSAMINE
2963,1TRH,True,False,True,N-ACETYL-D-GLUCOSAMINE
2964,1TU5,True,False,True,N-ACETYL-D-GLUCOSAMINE
2965,1TU5,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
2966,1TVY,True,False,False,GALACTOSE-URIDINE-5'-DIPHOSPHATE
2967,1TW1,True,False,False,GALACTOSE-URIDINE-5'-DIPHOSPHATE
2968,1TW5,True,False,True,DI(N-ACETYL-D-GLUCOSAMINE)
2969,1TWX,True,False,True,N-ACETYL-D-GLUCOSAMINE
2970,1TYE,True,False,True,N-ACETYL-D-GLUCOSAMINE
2971,1TYE,True,False,True,ALPHA-D-MANNOSE
2972,1TYE,True,False,True,BETA-D-MANNOSE
2973,1TYU,True,False,False,ALPHA D-GALACTOSE
2974,1TYU,True,False,True,ALPHA-D-MANNOSE
2975,1TYW,True,False,False,ALPHA D-GALACTOSE
2976,1TYW,True,False,True,ALPHA-D-MANNOSE
2977,1TYW,True,False,True,ALPHA-D-GLUCOSE
2978,1TYX,True,False,False,ALPHA D-GALACTOSE
2979,1TYX,True,False,True,ALPHA-D-MANNOSE
2980,1TZF,True,False,False,[CYTIDINE-5'-PHOSPHATE]-BETA-GLUCOSYL-PHOSPHORIC ACID ESTER
2981,1U0A,True,False,True,BETA-D-GLUCOSE
2982,1U19,True,False,True,ALPHA-D-MANNOSE
2983,1U19,True,False,True,N-ACETYL-D-GLUCOSAMINE
2984,1U19,True,False,True,BETA-D-MANNOSE
2985,1U2S,True,False,True,ALPHA-D-GLUCOSE
2986,1U2Y,True,False,True,N-ACETYL-D-GLUCOSAMINE
2987,1U30,True,False,True,N-ACETYL-D-GLUCOSAMINE
2988,1U33,True,False,True,N-ACETYL-D-GLUCOSAMINE
2989,1U4J,True,False,True,ALPHA-D-MANNOSE
2990,1U65,True,True,False,BETA-L-FUCOSE
2991,1U65,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
2992,1U65,True,False,True,N-ACETYL-D-GLUCOSAMINE
2993,1U65,True,True,False,ALPHA-L-FUCOSE
2994,1U65,True,False,True,ALPHA-D-MANNOSE
2995,1U67,True,False,True,N-ACETYL-D-GLUCOSAMINE
2996,1U67,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
2997,1U67,True,False,True,BETA-D-MANNOSE
2998,1U67,True,False,False,B-OCTYLGLUCOSIDE
2999,1U7G,True,False,False,B-OCTYLGLUCOSIDE
3000,1U8C,True,False,True,N-ACETYL-D-GLUCOSAMINE
3001,1U8C,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
3002,1U8E,True,False,True,N-ACETYL-D-GLUCOSAMINE
3003,1U8E,True,True,False,ALPHA-L-FUCOSE
3004,1U8E,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
3005,1U8E,True,False,True,ALPHA-D-MANNOSE
3006,1U8E,True,False,True,BETA-D-MANNOSE
3007,1U8X,True,False,True,ALPHA-D-GLUCOSE-6-PHOSPHATE
3008,1UA3,True,False,True,BETA-D-GLUCOSE
3009,1UA7,True,False,False,"4,6-DIDEOXYGLUCOSE"
3010,1UA7,True,False,True,ALPHA-D-GLUCOSE
3011,1UA7,True,False,True,6-DEOXY-ALPHA-D-GLUCOSE
3012,1UA7,True,False,True,BETA-D-GLUCOSE
3013,1UAS,True,False,False,ALPHA D-GALACTOSE
3014,1UBZ,True,False,True,BETA-D-GALACTOSE
3015,1UBZ,True,False,True,N-ACETYL-D-GLUCOSAMINE
3016,1UC0,True,False,True,BETA-D-GALACTOSE
3017,1UC0,True,False,True,N-ACETYL-D-GLUCOSAMINE
3018,1UCQ,True,False,True,ALPHA-D-GLUCOSE
3019,1UCQ,True,False,True,ALPHA-D-MANNOSE
3020,1UCQ,True,False,True,BETA-D-GALACTOSE
3021,1UDA,True,False,True,URIDINE-5'-DIPHOSPHATE-4-DEOXY-4-FLUORO-ALPHA-D-GALACTOSE
3022,1UDB,True,False,True,URIDINE-5'-DIPHOSPHATE-4-DEOXY-4-FLUORO-ALPHA-D-GALACTOSE
3023,1UDC,True,False,False,URIDINE-5'-DIPHOSPHATE-MANNOSE
3024,1UGX,True,False,True,BETA-D-GALACTOSE
3025,1UGX,True,False,True,ALPHA-METHYL-N-ACETYL-D-GALACTOSAMINE
3026,1UGY,True,False,False,ALPHA D-GALACTOSE
3027,1UGY,True,False,True,ALPHA-D-GLUCOSE
3028,1UGY,True,False,True,BETA-D-GLUCOSE
3029,1UH1,True,False,True,ALPHA-METHYL-N-ACETYL-D-GALACTOSAMINE
3030,1UH1,True,False,True,ALPHA-METHYL-D-GALACTOSIDE
3031,1UH1,True,False,True,N-ACETYL-D-GALACTOSAMINE
3032,1UH2,True,False,True,ALPHA-D-GLUCOSE
3033,1UH3,True,False,True,BETA-D-GLUCOSE
3034,1UH3,True,False,True,ALPHA-D-GLUCOSE
3035,1UH3,True,False,False,"4,6-DIDEOXYGLUCOSE"
3036,1UH4,True,False,True,ALPHA-D-GLUCOSE
3037,1UH4,True,False,True,BETA-D-GLUCOSE
3038,1UHG,True,False,True,N-ACETYL-D-GLUCOSAMINE
3039,1UIB,True,False,True,N-ACETYL-D-GLUCOSAMINE
3040,1UIH,True,False,True,N-ACETYL-D-GLUCOSAMINE
3041,1UJW,True,False,False,GLUCOSAMINE 1-PHOSPHATE
3042,1UKC,True,False,True,N-ACETYL-D-GLUCOSAMINE
3043,1UKC,True,False,True,ALPHA-D-MANNOSE
3044,1UKG,True,False,False,O1-METHYL-MANNOSE
3045,1UKM,True,False,True,N-ACETYL-D-GLUCOSAMINE
3046,1UKQ,True,False,True,ALPHA-D-GLUCOSE
3047,1UKQ,True,False,True,6-DEOXY-ALPHA-D-GLUCOSE
3048,1UKQ,True,False,True,BETA-D-GLUCOSE
3049,1UKS,True,False,True,ALPHA-D-GLUCOSE
3050,1UKS,True,False,False,"4,6-DIDEOXYGLUCOSE"
3051,1UKS,True,False,True,BETA-D-GALACTOSE
3052,1UKT,True,False,False,"4,6-DIDEOXYGLUCOSE"
3053,1UKT,True,False,True,ALPHA-D-GLUCOSE
3054,1UKT,True,False,True,BETA-D-GALACTOSE
3055,1ULC,True,False,True,BETA-D-GALACTOSE
3056,1ULC,True,False,True,BETA-D-GLUCOSE
3057,1ULD,True,False,True,BETA-D-GALACTOSE
3058,1ULD,True,False,True,N-ACETYL-D-GLUCOSAMINE
3059,1ULD,True,True,False,ALPHA-L-FUCOSE
3060,1ULE,True,False,False,ALPHA D-GALACTOSE
3061,1ULE,True,False,True,BETA-D-GALACTOSE
3062,1ULE,True,False,True,N-ACETYL-D-GLUCOSAMINE
3063,1ULF,True,False,False,N-ACETYL-2-DEOXY-2-AMINO-GALACTOSE
3064,1ULF,True,False,True,BETA-D-GALACTOSE
3065,1ULF,True,False,True,BETA-D-GLUCOSE
3066,1ULF,True,True,False,ALPHA-L-FUCOSE
3067,1ULG,True,False,True,BETA-D-GALACTOSE
3068,1ULG,True,False,True,N-ACETYL-D-GALACTOSAMINE
3069,1ULM,True,False,True,N-ACETYL-D-GLUCOSAMINE
3070,1UMA,True,False,True,N-ACETYL-D-GLUCOSAMINE
3071,1UMI,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
3072,1UMI,True,False,True,N-ACETYL-D-GLUCOSAMINE
3073,1UMZ,True,False,True,N-ACETYL-D-GLUCOSAMINE
3074,1UMZ,True,False,True,BETA-D-MANNOSE
3075,1UMZ,True,False,True,BETA-D-GLUCOSE
3076,1UMZ,True,False,True,BETA-D-GALACTOSE
3077,1UN1,True,False,True,N-ACETYL-D-GLUCOSAMINE
3078,1UN1,True,False,True,BETA-D-MANNOSE
3079,1UOZ,True,False,True,ALPHA-D-GLUCOSE
3080,1UOZ,True,False,True,"1,4-DEOXY-1,4-DITHIO-BETA-D-GLUCOPYRANOSE"
3081,1UOZ,True,False,True,4-DEOXY-4-THIO-BETA-D-GLUCOPYRANOSE
3082,1UP0,True,False,True,BETA-D-GLUCOSE
3083,1UP2,True,False,True,BETA-D-GLUCOSE
3084,1UP3,True,False,False,O1-METHYL-GLUCOSE
3085,1UP3,True,False,True,4-DEOXY-4-THIO-BETA-D-GLUCOPYRANOSE
3086,1UP3,True,False,True,BETA-D-GLUCOSE
3087,1UP6,True,False,True,ALPHA-D-GLUCOSE-6-PHOSPHATE
3088,1UQS,True,False,False,GLUCOSE MONOMYCOLATE
3089,1UQX,True,False,False,O1-METHYL-MANNOSE
3090,1UQZ,True,False,True,4-O-METHYL-ALPHA-D-GLUCURONIC ACID
3091,1UR0,True,False,False,GALACTOTRIOSE
3092,1UR4,True,False,False,GALACTOBIOSE
3093,1UR8,True,False,True,N-ACETYL-D-GLUCOSAMINE
3094,1UR8,True,False,True,"2-ACETAMIDO-2-DEOXY-D-GLUCONO-1,5-LACTONE"
3095,1UR9,True,False,True,N-ACETYL-D-GLUCOSAMINE
3096,1UR9,True,False,True,"2-ACETAMIDO-2-DEOXY-D-GLUCONO-1,5-LACTONE"
3097,1URK,True,True,False,ALPHA-L-FUCOSE
3098,1URL,True,False,False,O-SIALIC ACID
3099,1URX,True,True,False,"3,6-ANHYDRO-L-GALACTOSE"
3100,1URX,True,False,True,BETA-D-GALACTOSE
3101,1URX,True,False,False,ALPHA D-GALACTOSE
3102,1US1,True,False,True,N-ACETYL-D-GLUCOSAMINE
3103,1USR,True,False,False,O-SIALIC ACID
3104,1USR,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
3105,1USR,True,True,False,"METHYL(6S)-1-THIO-L-MANNO-HEXODIALDO-6,2-PYRANOSIDE"
3106,1USW,True,False,True,N-ACETYL-D-GLUCOSAMINE
3107,1USX,True,False,False,O-SIALIC ACID
3108,1USX,True,True,False,"METHYL(6S)-1-THIO-L-MANNO-HEXODIALDO-6,2-PYRANOSIDE"
3109,1UT6,True,False,True,N-ACETYL-D-GLUCOSAMINE
3110,1UTE,True,False,True,N-ACETYL-D-GLUCOSAMINE
3111,1UU4,True,False,True,BETA-D-GLUCOSE
3112,1UU5,True,False,True,BETA-D-GLUCOSE
3113,1UU6,True,False,True,BETA-D-GLUCOSE
3114,1UVQ,True,False,True,N-ACETYL-D-GLUCOSAMINE
3115,1UVQ,True,True,False,ALPHA-L-FUCOSE
3116,1UVQ,True,False,True,BETA-D-MANNOSE
3117,1UWC,True,False,True,N-ACETYL-D-GLUCOSAMINE
3118,1UWF,True,False,True,BUTYL ALPHA-D-MANNOPYRANOSIDE
3119,1UWR,True,False,True,2-DEOXY-2-FLUORO-ALPHA-D-GALACTOPYRANOSE
3120,1UWS,True,False,True,2-deoxy-2-fluoro-alpha-D-glucopyranose
3121,1UWY,True,False,True,N-ACETYL-D-GLUCOSAMINE
3122,1UX2,True,False,True,N-ACETYL-D-GLUCOSAMINE
3123,1UXA,True,False,False,O-SIALIC ACID
3124,1UXA,True,False,True,BETA-D-GALACTOSE
3125,1UXB,True,False,False,O-SIALIC ACID
3126,1UXB,True,False,True,BETA-D-GALACTOSE
3127,1UXQ,True,False,True,ALPHA-D-GLUCOSE-1-PHOSPHATE
3128,1UXT,True,False,True,ALPHA-D-GLUCOSE-1-PHOSPHATE
3129,1UY0,True,False,True,BETA-D-GLUCOSE
3130,1UYQ,True,False,True,2-deoxy-2-fluoro-alpha-D-glucopyranose
3131,1UYQ,True,False,True,"2,4-DINITROPHENYL 2-DEOXY-2-FLUORO-BETA-D-GLUCOPYRANOSIDE"
3132,1UYX,True,False,True,BETA-D-GLUCOSE
3133,1UYY,True,False,True,BETA-D-GLUCOSE
3134,1UZ0,True,False,True,BETA-D-GLUCOSE
3135,1UZ8,True,False,True,BETA-METHYL-N-ACETYL-D-GLUCOSAMINE
3136,1UZ8,True,False,True,BETA-D-GALACTOSE
3137,1UZ8,True,True,False,ALPHA-L-FUCOSE
3138,1UZA,True,False,True,N-ACETYL-D-GLUCOSAMINE
3139,1UZF,True,False,True,N-ACETYL-D-GLUCOSAMINE
3140,1UZG,True,False,True,N-ACETYL-D-GLUCOSAMINE
3141,1UZG,True,True,False,BETA-L-FUCOSE
3142,1UZG,True,False,True,BETA-D-MANNOSE
3143,1UZG,True,False,True,ALPHA-D-MANNOSE
3144,1UZV,True,True,False,ALPHA-L-FUCOSE
3145,1UZY,True,False,True,N-ACETYL-D-GLUCOSAMINE
3146,1UZY,True,True,False,ALPHA-L-FUCOSE
3147,1UZY,True,False,True,BETA-D-GALACTOSE
3148,1UZY,True,False,True,BETA-D-GLUCOSE
3149,1UZY,True,True,False,BETA-L-FUCOSE
3150,1UZY,True,False,True,BETA-D-MANNOSE
3151,1UZY,True,False,True,ALPHA-D-MANNOSE
3152,1V03,True,False,True,BETA-D-GLUCOSE
3153,1V0F,True,False,False,O-SIALIC ACID
3154,1V0Z,True,False,True,N-ACETYL-D-GLUCOSAMINE
3155,1V0Z,True,False,True,ALPHA-D-MANNOSE
3156,1V0Z,True,False,True,BETA-D-MANNOSE
3157,1V2I,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
3158,1V2I,True,False,True,N-ACETYL-D-GLUCOSAMINE
3159,1V2I,True,False,True,BETA-D-MANNOSE
3160,1V2I,True,False,True,ALPHA-D-MANNOSE
3161,1V3B,True,False,True,N-ACETYL-D-GLUCOSAMINE
3162,1V3C,True,False,True,N-ACETYL-D-GLUCOSAMINE
3163,1V3C,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
3164,1V3D,True,False,True,N-ACETYL-D-GLUCOSAMINE
3165,1V3D,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
3166,1V3E,True,False,True,N-ACETYL-D-GLUCOSAMINE
3167,1V3H,True,False,True,ALPHA-D-GLUCOSE
3168,1V3I,True,False,True,ALPHA-D-GLUCOSE
3169,1V3I,True,False,True,BETA-D-GLUCOSE
3170,1V3L,True,False,True,ALPHA-D-GLUCOSE
3171,1V3L,True,False,False,"4,6-DIDEOXYGLUCOSE"
3172,1V3L,True,False,True,BETA-D-GALACTOSE
3173,1V3M,True,False,True,ALPHA-D-GLUCOSE
3174,1V3M,True,False,False,"4,6-DIDEOXYGLUCOSE"
3175,1V3M,True,False,True,BETA-D-GALACTOSE
3176,1V4S,True,False,True,ALPHA-D-GLUCOSE
3177,1V6I,True,False,True,BETA-D-GALACTOSE
3178,1V6I,True,False,True,ALPHA-D-GLUCOSE
3179,1V6J,True,False,True,BETA-D-GALACTOSE
3180,1V6J,True,False,True,ALPHA-D-GLUCOSE
3181,1V6K,True,False,True,BETA-D-GALACTOSE
3182,1V6K,True,False,True,ALPHA-D-GLUCOSE
3183,1V6L,True,False,True,BETA-D-GALACTOSE
3184,1V6L,True,False,True,ALPHA-D-GLUCOSE
3185,1V6L,True,False,True,BETA-D-GLUCOSE
3186,1V6W,True,False,True,4-O-METHYL-ALPHA-D-GLUCURONIC ACID
3187,1V6X,True,False,True,4-O-METHYL-ALPHA-D-GLUCURONIC ACID
3188,1V7P,True,False,True,N-ACETYL-D-GLUCOSAMINE
3189,1V7W,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
3190,1V7W,True,False,True,N-ACETYL-D-GLUCOSAMINE
3191,1V7X,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
3192,1V7X,True,False,True,N-ACETYL-D-GLUCOSAMINE
3193,1V84,True,False,True,BETA-D-GALACTOSE
3194,1V84,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
3195,1V84,True,False,True,N-ACETYL-D-GLUCOSAMINE
3196,1VAL,True,False,True,4'-NITROPHENYL-ALPHA-D-GLUCOPYRANOSIDE
3197,1VAM,True,False,True,4'-NITROPHENYL-ALPHA-D-MANNOPYRANOSIDE
3198,1VB9,True,False,True,ALPHA-D-GLUCOSE
3199,1VBO,True,False,True,ALPHA-D-MANNOSE
3200,1VBP,True,False,True,ALPHA-D-MANNOSE
3201,1VE6,True,False,False,B-OCTYLGLUCOSIDE
3202,1VEM,True,False,True,ALPHA-D-GLUCOSE
3203,1VEN,True,False,True,ALPHA-D-GLUCOSE
3204,1VEO,True,False,True,ALPHA-D-GLUCOSE
3205,1VEO,True,False,True,BETA-D-GLUCOSE
3206,1VEP,True,False,True,ALPHA-D-GLUCOSE
3207,1VEP,True,False,True,BETA-D-GLUCOSE
3208,1VFM,True,False,True,ALPHA-D-GLUCOSE
3209,1VFM,True,False,True,BETA-D-GLUCOSE
3210,1VFO,True,False,True,ALPHA-D-GLUCOSE
3211,1VFO,True,False,True,BETA-D-GLUCOSE
3212,1VFU,True,False,True,ALPHA-D-GLUCOSE
3213,1VGO,True,False,False,B-NONYLGLUCOSIDE
3214,1VGV,True,False,False,URIDINE-DIPHOSPHATE-N-ACETYLGLUCOSAMINE
3215,1VIT,True,False,True,N-ACETYL-D-GLUCOSAMINE
3216,1VIW,True,False,True,N-ACETYL-D-GLUCOSAMINE
3217,1VPS,True,False,False,O-SIALIC ACID
3218,1VPS,True,False,True,BETA-D-GALACTOSE
3219,1VPS,True,False,True,N-ACETYL-D-GLUCOSAMINE
3220,1VSG,True,False,True,N-ACETYL-D-GLUCOSAMINE
3221,1VSG,True,False,True,BETA-D-MANNOSE
3222,1VSG,True,False,True,ALPHA-D-MANNOSE
3223,1VXO,True,False,True,N-ACETYL-D-GLUCOSAMINE
3224,1VXO,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
3225,1VXR,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
3226,1VXR,True,False,True,N-ACETYL-D-GLUCOSAMINE
3227,1VZX,True,False,True,BETA-D-GALACTOSE
3228,1VZX,True,False,True,N-ACETYL-D-GLUCOSAMINE
3229,1W0O,True,False,False,O-SIALIC ACID
3230,1W0P,True,False,False,O-SIALIC ACID
3231,1W0Y,True,True,False,ALPHA-L-FUCOSE
3232,1W0Y,True,False,True,BETA-D-GLUCOSE
3233,1W1A,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
3234,1W1I,True,False,True,N-ACETYL-D-GLUCOSAMINE
3235,1W1I,True,True,False,ALPHA-L-FUCOSE
3236,1W1I,True,False,True,BETA-D-MANNOSE
3237,1W1I,True,False,True,ALPHA-D-MANNOSE
3238,1W1I,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
3239,1W1O,True,False,True,N-ACETYL-D-GLUCOSAMINE
3240,1W1Q,True,False,True,N-ACETYL-D-GLUCOSAMINE
3241,1W1R,True,False,True,N-ACETYL-D-GLUCOSAMINE
3242,1W1S,True,False,True,N-ACETYL-D-GLUCOSAMINE
3243,1W1X,True,False,False,O-SIALIC ACID
3244,1W1X,True,False,True,BETA-D-MANNOSE
3245,1W1X,True,False,True,ALPHA-D-MANNOSE
3246,1W1X,True,False,True,N-ACETYL-D-GLUCOSAMINE
3247,1W20,True,False,False,O-SIALIC ACID
3248,1W20,True,False,True,N-ACETYL-D-GLUCOSAMINE
3249,1W20,True,False,True,BETA-D-MANNOSE
3250,1W20,True,False,True,ALPHA-D-MANNOSE
3251,1W21,True,False,False,O-SIALIC ACID
3252,1W21,True,False,True,N-ACETYL-D-GLUCOSAMINE
3253,1W21,True,False,True,BETA-D-MANNOSE
3254,1W21,True,False,True,ALPHA-D-MANNOSE
3255,1W2K,True,True,False,ALPHA-L-FUCOSE
3256,1W2K,True,False,True,BETA-D-GLUCOSE
3257,1W2T,True,False,False,ALPHA D-GALACTOSE
3258,1W2U,True,False,True,BETA-D-GLUCOSE
3259,1W2Z,True,False,True,N-ACETYL-D-GLUCOSAMINE
3260,1W3K,True,False,True,BETA-D-GLUCOSE
3261,1W3L,True,False,True,BETA-D-GLUCOSE
3262,1W4L,True,False,True,N-ACETYL-D-GLUCOSAMINE
3263,1W4L,True,False,False,GALANTHAMINE DERIVATIVE
3264,1W6M,True,False,True,BETA-D-GALACTOSE
3265,1W6P,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
3266,1W6P,True,False,True,BETA-D-GALACTOSE
3267,1W6R,True,False,True,N-ACETYL-D-GLUCOSAMINE
3268,1W6R,True,False,False,(-)-GALANTHAMINE
3269,1W75,True,False,True,N-ACETYL-D-GLUCOSAMINE
3270,1W76,True,False,True,N-ACETYL-D-GLUCOSAMINE
3271,1W76,True,False,False,(-)-GALANTHAMINE
3272,1W7C,True,False,True,N-ACETYL-D-GLUCOSAMINE
3273,1W7C,True,False,True,BETA-D-MANNOSE
